Plot ,Treatment,Tag ,Species me,  Habit,Psi_pd,Psi_md,An,gs,WUE,SM,day,month,year,date
10,unwatereded,920,Doliocarpus major ,lia,-0.05,-1.113,,,,48.6456,7,9,2015,9/7/2015
10,unwatereded,938,Swietenia macrophylla ,tree,-1.092,-2.616,0.345,0.0317,10.88328076,20.2296,15,3,2016,3/15/2016
10,unwatereded,938,Swietenia macrophylla ,tree,-0.987,-2.409,,,,21.6504,11,3,2015,3/11/2015
10,unwatereded,938,Swietenia macrophylla ,tree,-1.401,-2.282,,,,22.8048,6,4,2015,4/6/2015
10,unwatereded,938,Swietenia macrophylla ,tree,-0.344,-1.843,,,,30.6192,4,5,2015,5/4/2015
10,unwatereded,938,Swietenia macrophylla ,tree,-0.066,-2.042,,,,43.4952,7,9,2015,9/7/2015
10,unwatereded,938,Swietenia macrophylla ,tree,-0.302,-2.378,7.83,0.123,63.65853659,,16,10,2015,10/16/2015
10,unwatereded,944,Hieronyma alchorneoides,tree,-1.282,-1.762,,,,20.496,3,4,2015,4/3/2015
10,unwatereded,944,Hieronyma alchorneoides,tree,-1.566,-1.948,7.71,0.0655,117.7099237,21.8724,15,3,2016,3/15/2016
10,unwatereded,944,Hieronyma alchorneoides,tree,-0.666,-1.443,,,,22.2276,4,3,2015,3/4/2015
10,unwatereded,944,Hieronyma alchorneoides,tree,-0.47,-1.701,,,,27.156,8,5,2015,5/8/2015
10,unwatereded,944,Hieronyma alchorneoides,tree,-0.07,-1.009,,,,49.0896,7,9,2015,9/7/2015
10,unwatereded,944,Hieronyma alchorneoides,tree,-0.114,-1.1,9.74,0.157,62.03821656,,16,10,2015,10/16/2015
10,unwatereded,950,Davilla kunthii,lia,-0.883,-2.18,,,,20.1408,7,4,2015,4/7/2015
10,unwatereded,950,Davilla kunthii,lia,-0.712,-1.79,,,,22.8936,7,3,2015,3/7/2015
10,unwatereded,950,Davilla kunthii,lia,-0.142,-1.993,,,,23.7816,8,5,2015,5/8/2015
10,unwatereded,950,Davilla kunthii,lia,-0.069,-1.862,,,,44.9604,7,9,2015,9/7/2015
10,unwatereded,960,Machaerium milleflorum ,lia,-0.7,-1.796,,,,20.3184,11,4,2015,4/11/2015
10,unwatereded,960,Machaerium milleflorum ,lia,-0.308,-1.603,,,,20.4072,3,3,2015,3/3/2015
10,unwatereded,960,Machaerium milleflorum ,lia,-0.521,-1.691,,,,24.2256,11,5,2015,5/11/2015
10,unwatereded,960,Machaerium milleflorum ,lia,-0.049,-1.092,,,,42.2076,7,9,2015,9/7/2015
10,unwatereded,962,Dipteryx oleifera  ,tree,-1.924,-3.469,,,,19.5192,10,4,2015,4/10/2015
10,unwatereded,962,Dipteryx oleifera  ,tree,-0.972,-3.665,,,,20.1408,9,3,2015,3/9/2015
10,unwatereded,962,Dipteryx oleifera  ,tree,-0.351,-2.339,,,,24.4032,11,5,2015,5/11/2015
10,unwatereded,962,Dipteryx oleifera  ,tree,-0.117,-0.949,,,,42.8736,7,9,2015,9/7/2015
10,unwatereded,962,Dipteryx oleifera  ,tree,-0.101,-1.323,7.45,0.137,54.37956204,,16,10,2015,10/16/2015
10,unwatereded,962,Dipteryx oleifera  ,tree,,,,,,,15,3,2016,3/15/2016
10,unwatereded,966,Maripa pamensis  ,lia,-0.362,-1.7,,,,20.5848,6,4,2015,4/6/2015
10,unwatereded,966,Maripa pamensis  ,lia,-0.781,-1.409,7.43,0.0445,166.9662921,21.9168,15,3,2015,3/15/2015
10,unwatereded,966,Maripa pamensis  ,lia,-0.401,-1.671,,,,25.4688,9,5,2015,5/9/2015
10,unwatereded,966,Maripa pamensis  ,lia,-0.498,-1.827,,,,25.5576,3,3,2015,3/3/2015
10,unwatereded,966,Maripa pamensis  ,lia,-0.106,-1.341,,,,49.0452,7,9,2015,9/7/2015
10,unwatereded,966,Maripa pamensis  ,lia,-0.146,-1.481,16.4,0.207,79.22705314,,16,10,2015,10/16/2015
10,unwatereded,967,Paullinia pinta  ,lia,-0.575,-2.334,,,,20.6292,9,3,2015,3/9/2015
10,unwatereded,967,Paullinia pinta  ,lia,-0.984,-1.481,,,,21.2952,7,4,2015,4/7/2015
10,unwatereded,967,Paullinia pinta  ,lia,-0.72,-2.545,16.2,0.163,99.38650307,21.3396,15,3,2016,3/15/2016
10,unwatereded,967,Paullinia pinta  ,lia,-0.342,-2.233,,,,29.376,6,5,2015,5/6/2015
10,unwatereded,967,Paullinia pinta  ,lia,-0.329,-1.15,,,,44.25,7,9,2015,9/7/2015
10,unwatereded,967,Paullinia pinta  ,lia,-0.185,-1.768,19.1,0.352,54.26136364,,16,10,2015,10/16/2015
10,unwatereded,968,Crescentia cujete  ,tree,-1.062,-2.194,,,,20.718,6,4,2015,4/6/2015
10,unwatereded,968,Crescentia cujete  ,tree,-0.69,-2.219,14.9,0.167,89.22155689,21.0288,15,3,2016,3/15/2016
10,unwatereded,968,Crescentia cujete  ,tree,-0.664,-2.033,,,,21.828,11,3,2015,3/11/2015
10,unwatereded,968,Crescentia cujete  ,tree,-0.203,-1.891,,,,28.8876,9,5,2015,5/9/2015
10,unwatereded,968,Crescentia cujete  ,tree,-0.141,-0.935,,,,49.5336,7,9,2015,9/7/2015
10,unwatereded,968,Crescentia cujete  ,tree,-0.322,-1.013,10.3,0.0636,161.9496855,,16,10,2015,10/16/2015
10,unwatereded,969,Machaerium milleflorum ,lia,-0.294,-1.753,,,,23.1156,3,3,2015,3/3/2015
10,unwatereded,969,Machaerium milleflorum ,lia,-0.669,-1.782,,,,24.8028,3,4,2015,4/3/2015
10,unwatereded,969,Machaerium milleflorum ,lia,-0.238,-0.566,,,,29.9088,4,5,2015,5/4/2015
10,unwatereded,969,Machaerium milleflorum ,lia,-0.117,-1.467,,,,48.7344,7,9,2015,9/7/2015
10,unwatereded,971,Callichlamys latifolia  ,lia,-0.591,-0.736,14.1,0.159,88.67924528,21.1176,15,3,2016,3/15/2016
10,unwatereded,971,Callichlamys latifolia  ,lia,-0.109,-1.48,,,,21.4728,3,3,2015,3/3/2015
10,unwatereded,971,Callichlamys latifolia  ,lia,-0.334,-1.202,,,,21.7392,11,5,2015,5/11/2015
10,unwatereded,971,Callichlamys latifolia  ,lia,-0.167,-1.902,,,,22.3608,4,4,2015,4/4/2015
10,unwatereded,971,Callichlamys latifolia  ,lia,-0.173,-0.774,,,,47.6688,7,9,2015,9/7/2015
10,unwatereded,971,Callichlamys latifolia  ,lia,-0.116,-0.775,6.62,0.0304,217.7631579,,16,10,2015,10/16/2015
10,unwatereded,975,Hura crepitans  ,tree,-0.814,-1.582,,,,20.7624,7,4,2015,4/7/2015
10,unwatereded,975,Hura crepitans  ,tree,-0.724,-0.913,,,,21.1176,3,3,2015,3/3/2015
10,unwatereded,975,Hura crepitans  ,tree,-0.328,-0.481,,,,44.4276,7,9,2015,9/7/2015
10,unwatereded,978,Hura crepitans  ,tree,-0.853,-1.151,,,,19.7412,7,3,2015,3/7/2015
10,unwatereded,978,Hura crepitans  ,tree,-0.917,-1.251,,,,21.3396,3,4,2015,4/3/2015
10,unwatereded,978,Hura crepitans  ,tree,-0.602,-0.893,,,,22.0056,8,5,2015,5/8/2015
10,unwatereded,978,Hura crepitans  ,tree,-0.269,-0.426,,,,38.256,7,9,2015,9/7/2015
10,unwatereded,978,Hura crepitans  ,tree,-0.493,-0.857,14.4,0.352,40.90909091,,16,10,2015,10/16/2015
10,unwatereded,978,Hura crepitans  ,tree,,,,,,,15,3,2016,3/15/2016
10,unwatereded,985,Termilia amazonia  ,tree,-0.585,-2.182,,,,18.8976,6,3,2015,3/6/2015
10,unwatereded,985,Termilia amazonia  ,tree,-1.485,-2.19,,,,18.9864,6,4,2015,4/6/2015
10,unwatereded,985,Termilia amazonia  ,tree,-0.947,-1.563,12.2,0.0626,194.8881789,22.05,15,3,2016,3/15/2016
10,unwatereded,985,Termilia amazonia  ,tree,-0.265,-1.442,,,,31.0632,5,5,2015,5/5/2015
10,unwatereded,985,Termilia amazonia  ,tree,-0.095,-1.612,,,,39.0552,7,9,2015,9/7/2015
10,unwatereded,985,Termilia amazonia  ,tree,-0.167,-1.68,11.9,0.103,115.5339806,,16,10,2015,10/16/2015
10,unwatereded,993,Crescentia cujete  ,tree,-0.687,-1.674,,,,20.9844,7,3,2015,3/7/2015
10,unwatereded,993,Crescentia cujete  ,tree,-0.646,-2.004,,,,21.2952,10,4,2015,4/10/2015
10,unwatereded,993,Crescentia cujete  ,tree,-0.178,-1.402,,,,31.9956,5,5,2015,5/5/2015
10,unwatereded,993,Crescentia cujete  ,tree,-0.093,-1.38,,,,42.696,7,9,2015,9/7/2015
10,unwatereded,999,Termilia amazonia  ,tree,-1.007,-1.763,,,,18.1872,11,4,2015,4/11/2015
10,unwatereded,999,Termilia amazonia  ,tree,-0.498,-1.666,,,,20.8956,3,3,2015,3/3/2015
10,unwatereded,999,Termilia amazonia  ,tree,-0.381,-1.344,,,,23.1156,9,5,2015,5/9/2015
10,unwatereded,999,Termilia amazonia  ,tree,-0.095,-1.051,,,,40.6536,7,9,2015,9/7/2015
12,unwatereded,1101,Termilia amazonia  ,tree,-0.629,-0.932,8.96,0.0748,119.7860963,16.0112,16,3,2016,3/16/2016
12,unwatereded,1101,Termilia amazonia  ,tree,-0.203,-1.841,,,,16.8244,11,3,2015,3/11/2015
12,unwatereded,1101,Termilia amazonia  ,tree,-0.225,-1.902,,,,17.4236,13,4,2015,4/13/2015
12,unwatereded,1101,Termilia amazonia  ,tree,-0.202,-1.158,,,,22.0888,6,5,2015,5/6/2015
12,unwatereded,1101,Termilia amazonia  ,tree,-0.165,-1.276,,,,36.9832,8,9,2015,9/8/2015
12,unwatereded,1101,Termilia amazonia  ,tree,-0.206,-1.332,14.1,0.31,45.48387097,,17,10,2015,10/17/2015
12,unwatereded,1102,Maripa pamensis  ,lia,-0.344,-1.601,,,,15.6688,10,4,2015,4/10/2015
12,unwatereded,1102,Maripa pamensis  ,lia,-0.127,-2.008,,,,18.2796,4,3,2015,3/4/2015
12,unwatereded,1102,Maripa pamensis  ,lia,-0.271,-1.611,,,,22.6024,8,5,2015,5/8/2015
12,unwatereded,1102,Maripa pamensis  ,lia,-0.119,-1.502,,,,45.372,8,9,2015,9/8/2015
12,unwatereded,1107,Davilla kunthii,lia,-0.238,-1.261,17.2,0.22,78.18181818,17.98,16,3,2016,3/16/2016
12,unwatereded,1107,Davilla kunthii,lia,-0.731,-2.309,,,,18.5792,11,4,2015,4/11/2015
12,unwatereded,1107,Davilla kunthii,lia,-0.541,-2.229,,,,19.5208,3,3,2015,3/3/2015
12,unwatereded,1107,Davilla kunthii,lia,-0.196,-1.322,,,,20.2484,11,5,2015,5/11/2015
12,unwatereded,1107,Davilla kunthii,lia,-0.02,-1.41,,,,35.1856,8,9,2015,9/8/2015
12,unwatereded,1107,Davilla kunthii,lia,-0.098,-1.371,13.8,0.246,56.09756098,,17,10,2015,10/17/2015
12,unwatereded,1110,Hura crepitans  ,tree,-0.896,-1.035,,,,16.268,8,4,2015,4/8/2015
12,unwatereded,1110,Hura crepitans  ,tree,-0.451,-1.45,,,,16.4392,4,3,2015,3/4/2015
12,unwatereded,1110,Hura crepitans  ,tree,-0.462,-1.657,11.7,0.259,45.17374517,17.3808,16,3,2016,3/16/2016
12,unwatereded,1110,Hura crepitans  ,tree,-0.481,-0.902,,,,24.6568,5,5,2015,5/5/2015
12,unwatereded,1110,Hura crepitans  ,tree,-0.41,-0.604,,,,40.4928,8,9,2015,9/8/2015
12,unwatereded,1110,Hura crepitans  ,tree,-0.334,-1.257,10.7,0.286,37.41258741,,17,10,2015,10/17/2015
12,unwatereded,1111,Doliocarpus major ,lia,-0.845,-1.785,,,,18.1512,7,4,2015,4/7/2015
12,unwatereded,1111,Doliocarpus major ,lia,-0.392,-1.601,,,,19.5208,3,3,2015,3/3/2015
12,unwatereded,1111,Doliocarpus major ,lia,-0.087,-1.195,,,,22.688,6,5,2015,5/6/2015
12,unwatereded,1111,Doliocarpus major ,lia,-0.021,-1.103,,,,41.4344,8,9,2015,9/8/2015
12,unwatereded,1122,Crescentia cujete  ,tree,-0.148,-2.003,,,,19.3496,4,3,2015,3/4/2015
12,unwatereded,1122,Crescentia cujete  ,tree,-0.301,-1.501,,,,26.3688,6,5,2015,5/6/2015
12,unwatereded,1122,Crescentia cujete  ,tree,-0.105,-1.424,,,,33.1312,8,9,2015,9/8/2015
12,unwatereded,1122,Crescentia cujete  ,tree,,,,,,,7,4,2015,4/7/2015
12,unwatereded,1130,Davilla kunthii,lia,-0.245,-1.863,,,,16.6104,13,4,2015,4/13/2015
12,unwatereded,1130,Davilla kunthii,lia,-0.197,-2.501,,,,18.408,4,3,2015,3/4/2015
12,unwatereded,1130,Davilla kunthii,lia,-0.812,-2.463,,,,23.5868,9,5,2015,5/9/2015
12,unwatereded,1130,Davilla kunthii,lia,-0.039,-0.736,,,,39.5084,8,9,2015,9/8/2015
12,unwatereded,1131,Crescentia cujete  ,tree,-0.561,-1.401,6.07,0.0992,61.18951613,16.696,16,3,2016,3/16/2016
12,unwatereded,1131,Crescentia cujete  ,tree,-0.081,-1.241,11.1,0.315,35.23809524,,17,10,2015,10/17/2015
12,unwatereded,1136,Paullinia pinta  ,lia,-0.501,-2.002,5.02,0.0581,86.40275387,16.5248,16,3,2016,3/16/2016
12,unwatereded,1136,Paullinia pinta  ,lia,-0.842,-2.398,,,,17.6376,13,4,2015,4/13/2015
12,unwatereded,1136,Paullinia pinta  ,lia,-0.449,-2.043,,,,18.2796,6,3,2015,3/6/2015
12,unwatereded,1136,Paullinia pinta  ,lia,-0.33,-2.273,,,,25.8124,6,5,2015,5/6/2015
12,unwatereded,1136,Paullinia pinta  ,lia,-0.116,-1.692,,,,44.8584,8,9,2015,9/8/2015
12,unwatereded,1136,Paullinia pinta  ,lia,-0.078,-1.511,8.35,0.278,30.03597122,,17,10,2015,10/17/2015
12,unwatereded,1141,Dipteryx oleifera  ,tree,-0.219,-2.801,,,,16.0112,13,3,2015,3/13/2015
12,unwatereded,1141,Dipteryx oleifera  ,tree,-2.097,-3.572,,,,18.5364,6,4,2015,4/6/2015
12,unwatereded,1141,Dipteryx oleifera  ,tree,-0.367,-0.88,,,,19.0928,12,5,2015,5/12/2015
12,unwatereded,1141,Dipteryx oleifera  ,tree,-0.154,-0.602,,,,35.528,8,9,2015,9/8/2015
12,unwatereded,1143,Machaerium milleflorum ,lia,-0.439,-1.804,,,,16.0112,13,3,2015,3/13/2015
12,unwatereded,1143,Machaerium milleflorum ,lia,-0.55,-1.981,15.1,0.238,63.44537815,18.7932,16,3,2016,3/16/2016
12,unwatereded,1143,Machaerium milleflorum ,lia,-0.448,-1.653,,,,19.264,4,4,2015,4/4/2015
12,unwatereded,1143,Machaerium milleflorum ,lia,-0.251,-1.808,,,,24.9992,4,5,2015,5/4/2015
12,unwatereded,1143,Machaerium milleflorum ,lia,-0.198,-0.874,,,,41.3916,8,9,2015,9/8/2015
12,unwatereded,1143,Machaerium milleflorum ,lia,-0.224,-1.474,10.1,0.131,77.09923664,,17,10,2015,10/17/2015
12,unwatereded,1150,Hura crepitans  ,tree,-1.003,-1.291,,,,16.0968,6,4,2015,4/6/2015
12,unwatereded,1150,Hura crepitans  ,tree,-1.031,-1.38,,,,18.6648,6,3,2015,3/6/2015
12,unwatereded,1150,Hura crepitans  ,tree,-0.443,-1.152,,,,29.0224,4,5,2015,5/4/2015
12,unwatereded,1150,Hura crepitans  ,tree,-0.173,-0.901,,,,40.4072,8,9,2015,9/8/2015
12,unwatereded,1151,Doliocarpus major ,lia,-0.314,-1.531,11.7,0.145,80.68965517,16.482,16,3,2016,3/16/2016
12,unwatereded,1151,Doliocarpus major ,lia,-1.491,-1.621,,,,16.7816,6,4,2015,4/6/2015
12,unwatereded,1151,Doliocarpus major ,lia,-0.237,-1.882,,,,17.7232,4,3,2015,3/4/2015
12,unwatereded,1151,Doliocarpus major ,lia,-0.311,-1.454,,,,23.972,4,5,2015,5/4/2015
12,unwatereded,1151,Doliocarpus major ,lia,-0.091,-0.515,,,,44.088,8,9,2015,9/8/2015
12,unwatereded,1151,Doliocarpus major ,lia,-0.181,-1.459,11.2,0.228,49.12280702,,17,10,2015,10/17/2015
12,unwatereded,1168,Crescentia cujete  ,tree,-0.244,-1.421,2.16,0.045,48,,17,10,2015,10/17/2015
12,unwatereded,1179,Hieronyma alchorneoides,tree,-1.02,-1.767,,,,16.91,7,4,2015,4/7/2015
12,unwatereded,1179,Hieronyma alchorneoides,tree,-1.508,-1.852,,,,17.3808,6,3,2015,3/6/2015
12,unwatereded,1179,Hieronyma alchorneoides,tree,-0.502,-1.206,,,,26.6256,5,5,2015,5/5/2015
12,unwatereded,1179,Hieronyma alchorneoides,tree,-0.359,-1.176,,,,38.2244,8,9,2015,9/8/2015
12,unwatereded,1180,Paullinia pinta  ,lia,-0.649,-2.423,,,,18.5364,7,3,2015,3/7/2015
12,unwatereded,1180,Paullinia pinta  ,lia,-1.292,-2.1,,,,18.7504,6,4,2015,4/6/2015
12,unwatereded,1180,Paullinia pinta  ,lia,-0.268,-1.582,,,,20.5052,8,5,2015,5/8/2015
12,unwatereded,1180,Paullinia pinta  ,lia,-0.173,-0.782,,,,35.9132,8,9,2015,9/8/2015
12,unwatereded,1184,Swietenia macrophylla ,tree,-1.088,-1.88,4.54,0.0484,93.80165289,15.8828,16,3,2016,3/16/2016
12,unwatereded,1184,Swietenia macrophylla ,tree,-1.23,-2.51,,,,16.696,13,4,2015,4/13/2015
12,unwatereded,1184,Swietenia macrophylla ,tree,-1.173,-2.879,,,,17.7232,11,3,2015,3/11/2015
12,unwatereded,1184,Swietenia macrophylla ,tree,-0.532,-2.212,,,,21.7464,8,5,2015,5/8/2015
12,unwatereded,1184,Swietenia macrophylla ,tree,-0.191,-0.197,,,,35.6992,8,9,2015,9/8/2015
12,unwatereded,1184,Swietenia macrophylla ,tree,-0.212,-1.361,6.22,0.0953,65.26757608,,17,10,2015,10/17/2015
12,unwatereded,1186,Dipteryx oleifera  ,tree,-2.036,-3.078,,,,16.696,10,4,2015,4/10/2015
12,unwatereded,1186,Dipteryx oleifera  ,tree,,,6.16,0.0464,132.7586207,17.4236,16,3,2016,3/16/2016
12,unwatereded,1186,Dipteryx oleifera  ,tree,-1.632,-3.003,,,,18.836,6,3,2015,3/6/2015
12,unwatereded,1186,Dipteryx oleifera  ,tree,-0.383,-1.503,,,,20.8904,9,5,2015,5/9/2015
12,unwatereded,1186,Dipteryx oleifera  ,tree,-0.134,-0.8,,,,38.8664,8,9,2015,9/8/2015
12,unwatereded,1186,Dipteryx oleifera  ,tree,-0.168,-1.728,7.85,0.15,52.33333333,,17,10,2015,10/17/2015
12,unwatereded,1187,Termilia amazonia  ,tree,-1.725,-2.127,,,,17.8944,7,4,2015,4/7/2015
12,unwatereded,1187,Termilia amazonia  ,tree,-0.758,-2.178,,,,18.408,7,3,2015,3/7/2015
12,unwatereded,1187,Termilia amazonia  ,tree,-0.206,-1.163,,,,25.3416,4,5,2015,5/4/2015
12,unwatereded,1187,Termilia amazonia  ,tree,-0.114,-1.402,,,,36.384,8,9,2015,9/8/2015
12,unwatereded,1189,Machaerium milleflorum ,lia,-0.221,-2.201,,,,16.3536,4,3,2015,3/4/2015
12,unwatereded,1189,Machaerium milleflorum ,lia,-0.248,-1.21,,,,16.7816,11,4,2015,4/11/2015
12,unwatereded,1189,Machaerium milleflorum ,lia,-0.347,-0.627,,,,22.9448,8,5,2015,5/8/2015
12,unwatereded,1189,Machaerium milleflorum ,lia,-0.073,-1.387,,,,46.1852,8,9,2015,9/8/2015
12,unwatereded,1190,Callichlamys latifolia  ,lia,-0.176,-1.471,4.3,0.051,84.31372549,,17,10,2015,10/17/2015
12,unwatereded,1190,Callichlamys latifolia  ,lia,,,,,,,16,3,2016,3/16/2016
12,unwatereded,1193,Hieronyma alchorneoides,tree,-1.181,-1.252,0.753,0.00439,171.5261959,17.3808,16,3,2016,3/16/2016
12,unwatereded,1193,Hieronyma alchorneoides,tree,-2.392,-2.35,,,,19.0928,6,4,2015,4/6/2015
12,unwatereded,1193,Hieronyma alchorneoides,tree,-1.057,-1.302,,,,19.5636,3,3,2015,3/3/2015
12,unwatereded,1193,Hieronyma alchorneoides,tree,-0.319,-1.077,,,,21.404,6,5,2015,5/6/2015
12,unwatereded,1193,Hieronyma alchorneoides,tree,-0.033,-0.741,,,,37.7964,8,9,2015,9/8/2015
12,unwatereded,1193,Hieronyma alchorneoides,tree,-0.076,-1.162,14.5,0.402,36.06965174,,17,10,2015,10/17/2015
12,unwatereded,1197,Swietenia macrophylla ,tree,-1.872,-3.065,,,,16.0968,10,4,2015,4/10/2015
12,unwatereded,1197,Swietenia macrophylla ,tree,-2.092,-2.762,,,,20.12,9,3,2015,3/9/2015
12,unwatereded,1197,Swietenia macrophylla ,tree,-0.181,-1.904,,,,27.182,5,5,2015,5/5/2015
12,unwatereded,1197,Swietenia macrophylla ,tree,-0.226,-1.534,,,,43.874,8,9,2015,9/8/2015
12,unwatereded,1198,Maripa pamensis  ,lia,-0.678,-1.28,4.07,0.0277,146.9314079,16.3536,16,3,2016,3/16/2016
12,unwatereded,1198,Maripa pamensis  ,lia,-0.898,-1.401,,,,17.4664,7,3,2015,3/7/2015
12,unwatereded,1198,Maripa pamensis  ,lia,-0.578,-1.645,,,,17.98,4,4,2015,4/4/2015
12,unwatereded,1198,Maripa pamensis  ,lia,-0.337,-1.48,,,,23.2872,6,5,2015,5/6/2015
12,unwatereded,1198,Maripa pamensis  ,lia,-0.084,-1.043,,,,35.0144,8,9,2015,9/8/2015
12,unwatereded,1198,Maripa pamensis  ,lia,-0.202,-0.824,11.02,0.197,55.93908629,,17,10,2015,10/17/2015
